id,title,authors,venue,year
"conf/vldb/CarinoOBS99","Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis","F Cariño, W O'Connell, J Burgess, J Saltz","VLDB",1999
"conf/sigmod/Mohan96","State of the Art in Workflow Management Research and Products","N/A","N/A",1996
"conf/sigmod/Bernstein96","Repository System Engineering","N/A","N/A",1996
"conf/vldb/RothOH99","Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System","M Roth, F Ozcan, L Haas","VLDB",1999
"conf/vldb/NinkHR99","Generating Call-Level Interfaces for Advanced Database Application Programming","U Nink, T Härder, N Ritter","VLDB",1999
"conf/sigmod/FernandezS96","The Ins and Outs (and Everthing in Between) of Data Warehousing","N/A","N/A",1996
"conf/vldb/ChenCFGJMTW99","High Level Indexing of User-Defined Types","W Chen, J Chow, Y Fuh, J Grandbois, M Jou, N Mattos, B Tran, Y Wang","VLDB",1999
"conf/sigmod/GoyalHKMS96","Is GUI Programming a Database Research Problem?","N Goyal, C Hoch, R Krishnamurthy, B Meckler, M Suckow","SIGMOD Conference",1996
"conf/sigmod/RossSS96","Materialized View Maintenance and Integrity Constraint Checking: Trading Space for Time","K Ross, D Srivastava, S Sudarshan","SIGMOD Conference",1996
"conf/vldb/KnorrN99","Finding Intensional Knowledge of Distance-Based Outliers","E Knorr, R Ng","VLDB",1999
"conf/vldb/JermaineDO99","A Novel Index Supporting High Volume Data Warehouse Insertion","C Jermaine, A Datta, E Omiecinski","VLDB",1999
"conf/sigmod/MorpainCFP96","Maintaining Database Consistency in Presence of Value Dependencies in Multidatabase Systems","C Morpain, M Cart, J Ferrié, J Pons","SIGMOD Conference",1996
"conf/sigmod/CherniackZ96","Rule Languages and Internal Algebras for Rule-Based Optimizers","M Cherniack, S Zdonik","SIGMOD Conference",1996
"conf/vldb/TamuraK99","Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems","M Tamura, M Kitsuregawa","VLDB",1999
"conf/vldb/BamfordAP99","A Scalable and Highly Available Networked Database Architecture","R Bamford, R Ahad, A Pruscino","VLDB",1999
"conf/sigmod/HellersteinN96","Query Execution Techniques for Caching Expensive Methods","J Hellerstein, J Naughton","SIGMOD Conference",1996
"conf/sigmod/CookKWZ96","Semi-automatic, Self-adaptive Control of Garbage Collection Rates in Object Databases","J Cook, A Klauser, A Wolf, B Zorn","SIGMOD Conference",1996
"conf/vldb/BernsteinPS99","Context-Based Prefetch for Implementing Objects on Relations","P Bernstein, S Pal, D Shutt","VLDB",1999
"conf/sigmod/McAuliffeCS96","Towards Effective and Efficient Free Space Management","M McAuliffe, M Carey, M Solomon","SIGMOD Conference",1996
"conf/vldb/GohOST99","GHOST: Fine Granularity Buffering of Indexes","C Goh, B Ooi, D Sim, K Tan","VLDB",1999
"conf/vldb/AilamakiDHW99","DBMSs on a Modern Processor: Where Does Time Go?","A Ailamaki, D DeWitt, M Hill, D Wood","VLDB",1999
"conf/sigmod/Tajima96","Static Detection of Security Flaws in Object-Oriented Databases","K Tajima","SIGMOD Conference",1996
"conf/vldb/DyresonBJ99","Capturing and Querying Multiple Aspects of Semistructured Data","C Dyreson, M Böhlen, C Jensen","VLDB",1999
"conf/sigmod/GarofalakisI96","Multi-dimensional Resource Scheduling for Parallel Queries","M Garofalakis, Y Ioannidis","SIGMOD Conference",1996
"conf/sigmod/LiskovACDGGMMS96","Safe and Efficient Sharing of Persistent Objects in Thor","B Liskov, A Adya, M Castro, M Day, S Ghemawat, R Gruber, U Maheshwari, A Myers, L Shrira","SIGMOD Conference",1996
"conf/vldb/RaoR99","Cache Conscious Indexing for Decision-Support in Main Memory","J Rao, K Ross","VLDB",1999
"conf/vldb/Chawathe99","Comparing Hierarchical Data in External Memory","S Chawathe","VLDB",1999
"conf/sigmod/BlottRS96","An Open Storage System for Abstract Objects","S Blott, L Relly, H Schek","SIGMOD Conference",1996
"conf/sigmod/PoosalaIHS96","Improved Histograms for Selectivity Estimation of Range Predicates","V Poosala, Y Ioannidis, P Haas, E Shekita","SIGMOD Conference",1996
"conf/vldb/Sarawagi99","Explaining Differences in Multidimensional Aggregates","S Sarawagi","VLDB",1999
"conf/vldb/BonczMK99","Database Architecture Optimized for the New Bottleneck: Memory Access","P Boncz, S Manegold, M Kersten","VLDB",1999
"conf/sigmod/DohertyHR96","Structures for Manipulating Proposed Updates in Object-Oriented Databases","M Doherty, R Hull, M Rupawalla","SIGMOD Conference",1996
"conf/sigmod/LoR96","Spatial Hash-Joins","M Lo, C Ravishankar","SIGMOD Conference",1996
"conf/vldb/AbiteboulACEMM99","Active Views for Electronic Commerce","S Abiteboul, B Amann, S Cluet, A Eyal, L Mignet, T Milo","VLDB",1999
"conf/sigmod/PatelD96","Partition Based Spatial-Merge Join","J Patel, D DeWitt","SIGMOD Conference",1996
"conf/vldb/VorugantiOU99","An Adaptive Hybrid Server Architecture for Client Caching ODBMSs","K Voruganti, M Özsu, R Unrau","VLDB",1999
"conf/sigmod/HarinarayanRU96","Implementing Data Cubes Efficiently","V Harinarayan, A Rajaraman, J Ullman","SIGMOD Conference",1996
"conf/vldb/PitouraC99","Exploiting Versions for Handling Updates in Broadcast Disks","E Pitoura, P Chrysanthis","VLDB",1999
"conf/vldb/PacittMS99","Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases","E Pacitti, P Minet, E Simon","VLDB",1999
"conf/sigmod/RaoBG96","Providing Better Support for a Class of Decision Support Queries","S Rao, A Badia, D Gucht","SIGMOD Conference",1996
"conf/vldb/BaulierBGJGKKMMNNRSS98","DataBlitz: A High Performance Main-Memory Storage Manager","J Baulier, P Bohannon, S Gogate, S Joshi, C Gupta, A Khivesera, H Korth, P McIlroy, J Miller, P Narayan, M Nemeth, R Rastogi, A Silberschatz, S Sudarshan","VLDB",1998
"conf/sigmod/GuptaMR95","Adapting Materialized Views after Redefinitions","A Gupta, I Mumick, K Ross","SIGMOD Conference",1995
"conf/vldb/RezendeS98","Bridging Heterogeneity: Research and Practice of Database Middleware Technology","F Rezende, G Sauter","VLDB",1998
"conf/sigmod/AcharyaAFZ95","Broadcast Disks: Data Management for Asymmetric Communications Environments","S Acharya, R Alonso, M Franklin, S Zdonik","SIGMOD Conference",1995
"conf/vldb/VenkataramanZ98","Heterogeneous Database Query Optimization in DB2 Universal DataJoiner","S Venkataraman, T Zhang","VLDB",1998
"conf/sigmod/ParkCY95","An Effective Hash Based Algorithm for Mining Association Rules","J Park, M Chen, P Yu","SIGMOD Conference",1995
"conf/vldb/BaulierBKS98","A Database System for Real-Time Event Aggregation in Telecommunication","J Baulier, S Blott, H Korth, A Silberschatz","VLDB",1998
"conf/sigmod/FaloutsosL95","FastMap: A Fast Algorithm for Indexing, Data-Mining and Visualization of Traditional and Multimedia Datasets","C Faloutsos, K Lin","SIGMOD Conference",1995
"conf/sigmod/DavisonG95","Dynamic Resource Brokering for Multi-User Query Execution","D Davison, G Graefe","SIGMOD Conference",1995
"conf/vldb/BamfordBKM98","Architecture of Oracle Parallel Server","R Bamford, D Butler, B Klots, N MacNaughton","VLDB",1998
"conf/vldb/JoshiBLL98","Checkpointing in Oracle","A Joshi, W Bridge, J Loaiza, T Lahiri","VLDB",1998
"conf/sigmod/AdelbergGK95","Applying Update Streams in a Soft Real-Time Database System","B Adelberg, H Garcia-Molina, B Kao","SIGMOD Conference",1995
"conf/sigmod/IoannidisP95","Balancing Histogram Optimality and Practicality for Query Result Size Estimation","Y Ioannidis, V Poosala","SIGMOD Conference",1995
"conf/vldb/Vieille98","From Data Independence to Knowledge Independence: An on-going Story","L Vieille","VLDB",1998
"conf/vldb/DarEGP98","DTL's DataSpot: Database Exploration Using Plain Language","S Dar, G Entin, S Geva, E Palmon","VLDB",1998
"conf/sigmod/HouZ95","Enhancing Database Correctness: a Statistical Approach","W Hou, Z Zhang","SIGMOD Conference",1995
"conf/vldb/GarofalakisIO98","Resource Scheduling for Composite Multimedia Objects","M Garofalakis, Y Ioannidis, B Özden","VLDB",1998
"conf/sigmod/BrinDG95","Copy Detection Mechanisms for Digital Documents","S Brin, J Davis, H Garcia-Molina","SIGMOD Conference",1995
"conf/vldb/JohnsonM98","Performance Measurements of Tertiary Storage Devices","T Johnson, E Miller","VLDB",1998
"conf/sigmod/AbiteboulCM95","A Database Interface for File Updates","S Abiteboul, S Cluet, T Milo","SIGMOD Conference",1995
"conf/vldb/AbiteboulMRVW98","Incremental Maintenance for Materialized Views over Semistructured Data","S Abiteboul, J McHugh, M Rys, V Vassalos, J Wiener","VLDB",1998
"conf/sigmod/BersonGM95","Fault Tolerant Design of Multimedia Servers","S Berson, L Golubchik, R Muntz","SIGMOD Conference",1995
"conf/vldb/GoldmanSVG98","Proximity Search in Databases","R Goldman, N Shivakumar, S Venkatasubramanian, H Garcia-Molina","VLDB",1998
"conf/sigmod/LuMSS95","Efficient Maintenance of Materialized Mediated Views","J Lu, G Moerkotte, J Schü, V Subrahmanian","SIGMOD Conference",1995
"conf/sigmod/WoelkBJOTU95","Carnot and InfoSleuth: Database Technology and the World Wide Web","D Woelk, W Bohrer, N Jacobs, K Ong, C Tomlinson, C Unnikrishnan","SIGMOD Conference",1995
"conf/vldb/Shaw98","Technology and the Future of Commerce and Finance (Abstract)","D Shaw","VLDB",1998
"conf/vldb/RiedelGF98","Active Storage for Large-Scale Data Mining and Multimedia","E Riedel, G Gibson, C Faloutsos","VLDB",1998
"conf/sigmod/Ivinskis95","High Availability of Commercial Applications","K Ivinskis","SIGMOD Conference",1995
"conf/sigmod/Hope95","Enterprise Transaction Processing on Windows NT","G Hope","SIGMOD Conference",1995
"conf/vldb/Mihalisin98","A Single Pass Computing Engine for Interactive Analysis of VLDBs","T Mihalisin","VLDB",1998
"conf/vldb/George98","DMS: A Parallel Data Mining Server","F George","VLDB",1998
"conf/sigmod/Gettys95","DIRECTV and Oracle Rdb: The Challenges of VLDB Transaction Processing","W Gettys","SIGMOD Conference",1995
"conf/sigmod/Kleissner95","Enterprise Objects Framework, A Second Generation Object-Relational Enabler","C Kleissner","SIGMOD Conference",1995
"conf/vldb/GrovlenHT98","Low-Cost Compensation-Based Query Processing","Ø Grøvlen, S Hvasshovd, Ø Torbjørnsen","VLDB",1998
"conf/sigmod/BaruFGHJPW95","An Overview of DB2 Parallel Edition","C Baru, G Fecteau, A Goyal, H Hsiao, A Jhingran, S Padmanabhan, W Wilson","SIGMOD Conference",1995
"conf/vldb/WeberSB98","A Quantitative Analysis and Performance Study for Similarity-Search Methods in High-Dimensional Spaces","R Weber, H Schek, S Blott","VLDB",1998
"conf/sigmod/Squire95","Data Extraction and Transformation for the Data Warehouse","C Squire","SIGMOD Conference",1995
"conf/vldb/CareyK98","Reducing the Braking Distance of an SQL Query Engine","M Carey, D Kossmann","VLDB",1998
"conf/sigmod/Olson95","Cover Your Assets","M Olson","SIGMOD Conference",1995
"conf/vldb/LinR98","Querying Continuous Time Sequences","L Lin, T Risch","VLDB",1998
"conf/sigmod/MoleskyR95","Recovery Protocols for Shared Memory Database Systems","L Molesky, K Ramamritham","SIGMOD Conference",1995
"conf/vldb/GingrasL98","nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP","F Gingras, L Lakshmanan","VLDB",1998
"conf/sigmod/BrodskyK95","The LyriC Language: Querying Constraint Objects","A Brodsky, Y Kornatzky","SIGMOD Conference",1995
"conf/vldb/RezendeH98","The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways","F Rezende, K Hergula","VLDB",1998
"conf/vldb/BraumandlCK98","Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases","R Braumandl, J Claußen, A Kemper","VLDB",1998
"conf/sigmod/ImielinskiV95","DataMine - Interactive Rule Discovery System","T Imielinski, A Virmani","SIGMOD Conference",1995
"conf/vldb/MiloZ98","Using Schema Matching to Simplify Heterogeneous Data Translation","T Milo, S Zohar","VLDB",1998
"conf/sigmod/RadekeBBEKKN95","Efendi: Federated Database System of Cadlab","E Radeke, R Böttger, B Burkert, Y Engel, G Kachel, S Kolmschlag, D Nolte","SIGMOD Conference",1995
"conf/sigmod/RoussopoulosKV95","Nearest Neighbor Queries","N Roussopoulos, S Kelley, F Vincent","SIGMOD Conference",1995
"conf/vldb/GarciaLL98","On Optimal Node Splitting for R-trees","Y García, M Lopez, S Leutenegger","VLDB",1998
"conf/vldb/BliujuteJSS98","R-Tree Based Indexing of Now-Relative Bitemporal Data","R Bliujute, C Jensen, S Saltenis, G Slivinskas","VLDB",1998
"conf/sigmod/PapadiasTSE95","Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees","D Papadias, Y Theodoridis, T Sellis, M Egenhofer","SIGMOD Conference",1995
"conf/sigmod/FegarasM95","Towards an Effective Calculus for Object Query Languages","L Fegaras, D Maier","SIGMOD Conference",1995
"conf/vldb/JagadishKMPSS98","Optimal Histograms with Quality Guarantees","H Jagadish, N Koudas, S Muthukrishnan, V Poosala, K Sevcik, T Suel","VLDB",1998
"conf/sigmod/GardarinMP95","OFL: A Functional Execution Model for Object Query Languages","G Gardarin, F Machuca, P Pucheral","SIGMOD Conference",1995
"conf/vldb/EsterKSWX98","Incremental Clustering for Mining in a Data Warehousing Environment","M Ester, H Kriegel, J Sander, M Wimmer, X Xu","VLDB",1998
"conf/vldb/CherniackZ98","Inferring Function Semantics to Optimize Queries","M Cherniack, S Zdonik","VLDB",1998
"conf/sigmod/RamaswamyK95","OODB Indexing by Class-Division","S Ramaswamy, P Kanellakis","SIGMOD Conference",1995
"conf/sigmod/ArefBV95","The Handwritten Trie: Indexing Electronic Ink","W Aref, D Barbará, P Vallabhaneni","SIGMOD Conference",1995
"conf/vldb/NipplM98","TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer","C Nippl, B Mitschang","VLDB",1998
"conf/vldb/AnkerstBKS98","Improving Adaptable Similarity Query Processing by Using Approximations","M Ankerst, B Braunmüller, H Kriegel, T Seidl","VLDB",1998
"conf/sigmod/WilschutFA95","Parallel Evaluation of Multi-Join Queries","A Wilschut, J Flokstra, P Apers","SIGMOD Conference",1995
"conf/vldb/IshikawaSF98","MindReader: Querying Databases Through Multiple Examples","Y Ishikawa, R Subramanya, C Faloutsos","VLDB",1998
"conf/sigmod/HernandezS95","The Merge/Purge Problem for Large Databases","M Hernández, S Stolfo","SIGMOD Conference",1995
"conf/sigmod/BettiniWBJ95","Semantic Assumptions and Query Evaluation in Temporal Databases","C Bettini, X Wang, E Bertino, S Jajodia","SIGMOD Conference",1995
"conf/vldb/DeRose99","What Do Those Weird XML Types Want, Anyway?","S DeRose","VLDB",1999
"conf/vldb/RamanRH99","Online Dynamic Reordering for Interactive Data Processing","V Raman, B Raman, J Hellerstein","VLDB",1999
"conf/sigmod/WhiteD95","Implementing Crash Recovery in QuickStore: A Performance Study","S White, D DeWitt","SIGMOD Conference",1995
"conf/vldb/ZirintsisKM99","Hyper-Programming in Java","E Zirintsis, G Kirby, R Morrison","VLDB",1999
"conf/sigmod/DuSD95","Reducing Multidatabase Query Response Time by Tree Balancing","W Du, M Shan, U Dayal","SIGMOD Conference",1995
"conf/vldb/Dayal99","Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions","U Dayal","VLDB",1999
"conf/sigmod/SistlaW95","Temporal Conditions and Integrity Constraints in Active Database Systems","A Sistla, O Wolfson","SIGMOD Conference",1995
"conf/vldb/HoskingC99","PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance","A Hosking, J Chen","VLDB",1999
"conf/sigmod/ZhugeGHW95","View Maintenance in a Warehousing Environment","Y Zhuge, H Garcia-Molina, J Hammer, J Widom","SIGMOD Conference",1995
"conf/vldb/FuhDCMTLDRM99","Implementation of SQL3 Structured Types with Inheritance and Value Substitutability","Y Fuh, S Deßloch, W Chen, N Mattos, B Tran, B Lindsay, L DeMichel, S Rielau, D Mannhaupt","VLDB",1999
"conf/sigmod/BhargavaGI95","Hypergraph Based Reorderings of Outer Join Queries with Complex Predicates","G Bhargava, P Goel, B Iyer","SIGMOD Conference",1995
"conf/sigmod/FreedmanD95","The SPIFFI Scalable Video-on-Demand System","C Freedman, D DeWitt","SIGMOD Conference",1995
"conf/vldb/ChengGKLLQS99","Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database","Q Cheng, J Gryz, F Koo, T Leung, L Liu, X Qian, K Schiefer","VLDB",1999
"conf/vldb/FlorescuLSY99","Optimization of Run-time Management of Data Intensive Web-sites","D Florescu, A Levy, D Suciu, K Yagoub","VLDB",1999
"conf/sigmod/GriffinL95","Incremental Maintenance of Views with Duplicates","T Griffin, L Libkin","SIGMOD Conference",1995
"conf/sigmod/ChaudhuriDY95","Join Queries with External Text Sources: Execution and Optimization Techniques","S Chaudhuri, U Dayal, T Yan","SIGMOD Conference",1995
"conf/vldb/MengLYWCR98","Determining Text Databases to Search in the Internet","W Meng, K Liu, C Yu, X Wang, Y Chang, N Rishe","VLDB",1998
"conf/sigmod/DanS95","An Online Video Placement Policy based on Bandwith to Space Ratio (BSR)","A Dan, D Sitaram","SIGMOD Conference",1995
"conf/vldb/Tygar98","Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce","J Tygar","VLDB",1998
"conf/vldb/HelmerWM98","Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships","S Helmer, T Westmann, G Moerkotte","VLDB",1998
"conf/sigmod/Team95c","Upsizing from File Server to Clent Server Architectures","T Team","SIGMOD Conference",1995
"conf/sigmod/Team95","Object-Oriented, Rapid Application Development in a PC Database Environment","F Team","SIGMOD Conference",1995
"conf/vldb/GraefeBC98","Hash Joins and Hash Teams in Microsoft SQL Server","G Graefe, R Bunker, S Cooper","VLDB",1998
"conf/sigmod/BunemanM95","The Data That You Won't Find in Databases: Tutorial panel on data exchange formats","P Buneman, D Maier","SIGMOD Conference",1995
"conf/vldb/BaumannDFRW99","Spatio-Temporal Retrieval with RasDaMan","P Baumann, A Dehmel, P Furtado, R Ritsch, N Widmann","VLDB",1999
"conf/vldb/AbiteboulAAACHHMMMMSTV99","XML Repository and Active Views Demonstration","S Abiteboul, V Aguilera, S Ailleret, B Amann, S Cluet, B Hills, F Hubert, J Mamou, A Marian, L Mignet, T Milo, C Santos, B Tessier, A Vercoustre","VLDB",1999
"conf/sigmod/Moore95","The Lotus Notes Storage System","K Moore","SIGMOD Conference",1995
"conf/vldb/VriesDBA99","The Mirror MMDBMS Architecture","A Vries, M Doorn, H Blanken, P Apers","VLDB",1999
"conf/sigmod/Ellison95","Keynote Address","N/A","N/A",1995
"conf/vldb/BouganimCDDGS99","Miro Web: Integrating Multiple Data Sources through Semistructured Data Types","L Bouganim, T Chan-Sine-Ying, T Dang-Ngoc, J Darroux, G Gardarin, F Sha","VLDB",1999
"conf/sigmod/Gray95","Parallel Database Systems 101","J Gray","SIGMOD Conference",1995
"conf/vldb/GibsonKR98","Clustering Categorical Data: An Approach Based on Dynamical Systems","D Gibson, J Kleinberg, P Raghavan","VLDB",1998
"conf/sigmod/Epstein95","Keynote Address","N/A","N/A",1995
"conf/sigmod/Golding95","Things Every Update Replication Customer Should Know","R Golding","SIGMOD Conference",1995
"conf/vldb/OoiGT98","Fast High-Dimensional Data Search in Incomplete Databases","B Ooi, C Goh, K Tan","VLDB",1998
"conf/vldb/MorimotoFMTY98","Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases","Y Morimoto, T Fukuda, H Matsuzawa, T Tokuyama, K Yoda","VLDB",1998
"conf/sigmod/Shyy95","VERSANT Replication: Supporting Fault-Tolerant Object Databases","Y Shyy, H Au-Yeung, C Chou","SIGMOD Conference",1995
"conf/sigmod/Edelstein95","Research and Products: Are They Relevant To Each Other? (Panel)","H Edelstein","SIGMOD Conference",1995
"conf/vldb/KnorrN98","Algorithms for Mining Distance-Based Outliers in Large Datasets","E Knorr, R Ng","VLDB",1998
"conf/sigmod/Bampahl95","Real World Requirements for Decision Support - Implications for RDBMS","S Bansal","SIGMOD Conference",1995
"conf/vldb/Ganguly98","Design and Analysis of Parametric Query Optimization Algorithms","S Ganguly","VLDB",1998
"conf/vldb/ShivakumarGC98","Filtering with Approximate Predicates","N Shivakumar, H Garcia-Molina, C Chekuri","VLDB",1998
"conf/sigmod/French95","``One Size Fits All'' Database Architectures Do Not Work for DDS","C French","SIGMOD Conference",1995
"conf/vldb/Greco98","Binding Propagation in Disjunctive Databases","S Greco","VLDB",1998
"conf/sigmod/Perna95","Leveraging The Information Asset","J Perna","SIGMOD Conference",1995
"conf/sigmod/Atkinson95","Use of a Component Architecture in Integrating Relational and Non-relational Storage Systems","R Atkinson","SIGMOD Conference",1995
"conf/vldb/FangSGMU98","Computing Iceberg Queries Efficiently","M Fang, N Shivakumar, H Garcia-Molina, R Motwani, J Ullman","VLDB",1998
"conf/vldb/Amer-YahiaCD98","Bulk-Loading Techniques for Object Databases and an Application to Relational Data","S Amer-Yahia, S Cluet, C Delobel","VLDB",1998
"conf/sigmod/Gerber95","Informix Online XPS","R Gerber","SIGMOD Conference",1995
"conf/sigmod/Levine95","Order-of-Magnitude Advantage of TPC-C Though Massive Parallelism","C Levine","SIGMOD Conference",1995
"conf/vldb/PapadiasMD98","Algorithms for Querying by Spatial Structure","D Papadias, N Mamoulis, V Delis","VLDB",1998
"conf/vldb/ZimbraoS98","A Raster Approximation For Processing of Spatial Joins","G Zimbrao, J Souza","VLDB",1998
"conf/sigmod/Deutsch95","Objects and SQL: Strange Relations? Panel","D Deutsch","SIGMOD Conference",1995
"conf/vldb/CarinoJ98","Bank of America Case Study: The Information Currency Advantage","F Cariño, M Jahnke","VLDB",1998
"conf/sigmod/Faloutsos95","Indexing Multimedia Databases (Tutorial)","N/A","N/A",1995
"conf/vldb/OzsuVU98","An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs","M Özsu, K Voruganti, R Unrau","VLDB",1998
"conf/sigmod/MattosM95","An Overview of the Emerging Third-Generation SQL Standard (Tutorial)","N/A","N/A",1995
"conf/sigmod/Sheth95","Workflow Automation: Applications, Technology, and Research (Tutorial)","N/A","N/A",1995
"conf/vldb/MuthOPW98","Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method","P Muth, P O'Neil, A Pick, G Weikum","VLDB",1998
"conf/sigmod/Norrie95","Integration Approaches for CIM","N/A","N/A",1995
"conf/vldb/Garcia-MolinaLY98","Expiring Data in a Warehouse","H Garcia-Molina, W Labio, J Yang","VLDB",1998
"conf/sigmod/Gibson95","Storage Technology: RAID and Beyond","N/A","N/A",1995
"conf/vldb/ZhangL98","Buffering and Read-Ahead Strategies for External Mergesort","W Zhang, P Larson","VLDB",1998
"conf/vldb/ChaudhuriN97","An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server","S Chaudhuri, V Narasayya","VLDB",1997
"conf/sigmod/GatziuGD95","The SAMOS Active DBMS Prototype","S Gatziu, A Geppert, K Dittrich","SIGMOD Conference",1995
"conf/sigmod/ThomasDM95","Design and Implementation of Advanced Knowledge Processing in the KDMS KRISYS (Demonstration Description)","J Thomas, S Deßloch, N Mattos","SIGMOD Conference",1995
"conf/vldb/YangKL97","Algorithms for Materialized View Design in Data Warehousing Environment","J Yang, K Karlapalem, Q Li","VLDB",1997
"conf/vldb/TheodoratosS97","Data Warehouse Configuration","D Theodoratos, T Sellis","VLDB",1997
"conf/sigmod/ShklarSKT95","InfoHarness: A System for Search and Retrieval of Heterogeneous Information","L Shklar, A Sheth, V Kashyap, S Thatte","SIGMOD Conference",1995
"conf/vldb/RossS97","Fast Computation of Sparse Datacubes","K Ross, D Srivastava","VLDB",1997
"conf/sigmod/MassariPSC95","QBI: Query By Icons","A Massari, S Pavani, L Saladini, P Chrysanthis","SIGMOD Conference",1995
"conf/vldb/HumborstadSHT97","1-Safe Algorithms for Symmetric Site Configurations","R Humborstad, M Sabaratnam, S Hvasshovd, Ø Torbjørnsen","VLDB",1997
"conf/sigmod/BuchmannDZH95","The REACH Active OODBMS","A Buchmann, A Deutsch, J Zimmermann, M Higa","SIGMOD Conference",1995
"conf/vldb/RothS97","Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources","M Roth, P Schwarz","VLDB",1997
"conf/sigmod/AshleyFHLNP95","The Query By Image Content (QBIC) System","J Ashley, M Flickner, J Hafner, D Lee, W Niblack, D Petkovic","SIGMOD Conference",1995
"conf/sigmod/ColletC95","The NAOS System","C Collet, T Coupaye","SIGMOD Conference",1995
"conf/vldb/VassalosP97","Describing and Using Query Capabilities of Heterogeneous Sources","V Vassalos, Y Papakonstantinou","VLDB",1997
"conf/vldb/MorimotoIM97","Efficient Construction of Regression Trees with Range and Region Splitting","Y Morimoto, H Ishii, S Morishita","VLDB",1997
"conf/sigmod/CeriFPP95","The Algres Testbed of CHIMERA: An Active Object-Oriented Database System","S Ceri, P Fraternali, S Paraboschi, G Psaila","SIGMOD Conference",1995
"conf/sigmod/DreyerDS95","Using the CALANDA Time Series Management System","W Dreyer, A Dittrich, D Schmidt","SIGMOD Conference",1995
"conf/vldb/SkubiszewskiV97","Concurrent Garbage Collection in O2","M Skubiszewski, P Valduriez","VLDB",1997
"conf/sigmod/GrossmanHQ95","PTool: A Light Weight Persistent Object Manager","R Grossman, D Hanley, X Qin","SIGMOD Conference",1995
"conf/vldb/AlsabtiRS97","A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data","K Alsabti, S Ranka, V Singh","VLDB",1997
"conf/vldb/EicklerKK97","Finding Data in the Neighborhood","A Eickler, A Kemper, D Kossmann","VLDB",1997
"conf/sigmod/WangZS95","Pattern Matching and Pattern Discovery in Scientific, Program, and Document Databases","J Wang, K Zhang, D Shasha","SIGMOD Conference",1995
"conf/vldb/StathatosRB97","Adaptive Data Broadcast in Hybrid Networks","K Stathatos, N Roussopoulos, J Baras","VLDB",1997
"conf/sigmod/Team95b","SHORE: Combining the Best Features of OODBMS and File Systems","S Team","SIGMOD Conference",1995
"conf/vldb/BerckenSW97","A Generic Approach to Bulk Loading Multidimensional Index Structures","J Bercken, B Seeger, P Widmayer","VLDB",1997
"conf/sigmod/Team95a","Paradise: A Database System for GIS Applications","P Team","SIGMOD Conference",1995
"conf/vldb/HelmerM97","Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates","S Helmer, G Moerkotte","VLDB",1997
"conf/sigmod/LiC95","Semint: A System Prototype for Semantic Integration in Heterogeneous Databases","W Li, C Clifton","SIGMOD Conference",1995
"conf/vldb/ZhangL97","Dynamic Memory Adjustment for External Mergesort","W Zhang, P Larson","VLDB",1997
"conf/sigmod/HammerGIPUW95","Information Translation, Mediation, and Mosaic-Based Browsing in the TSIMMIS System","J Hammer, H Garcia-Molina, K Ireland, Y Papakonstantinou, J Ullman, J Widom","SIGMOD Conference",1995
"conf/vldb/AshwinRSSS97","Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting","S Ashwin, P Roy, S Seshadri, A Silberschatz, S Sudarshan","VLDB",1997
"conf/sigmod/KeimK95","VisDB: A System for Visualizing Large Databases","D Keim, H Kriegel","SIGMOD Conference",1995
"conf/sigmod/GibbsBT94","Data Modeling of Time-Based Media","S Gibbs, C Breiteneder, D Tsichritzis","SIGMOD Conference",1994
"conf/vldb/GibbonsMP97","Fast Incremental Maintenance of Approximate Histograms","P Gibbons, Y Matias, V Poosala","VLDB",1997
"conf/vldb/ChatziantoniouR97","Groupwise Processing of Relational Queries","D Chatziantoniou, K Ross","VLDB",1997
"conf/sigmod/WangCMSSZ94","Combinatorial Pattern Discovery for Scientific Data: Some Preliminary Results","J Wang, G Chirn, T Marr, B Shapiro, D Shasha, K Zhang","SIGMOD Conference",1994
