id,title,director
"<http://data.linkedmdb.org/resource/film/53588>","The Incredible Journey of Doctor Meg Laurel","Guy Green (Director)"
"<http://data.linkedmdb.org/resource/film/2558>","The Remains of the Day","James Ivory (Director)"
"<http://data.linkedmdb.org/resource/film/13092>","Side Street","Malcolm St. Clair (Director)"
"<http://data.linkedmdb.org/resource/film/48714>","Angels in the Infield","Robert King (Director)"
"<http://data.linkedmdb.org/resource/film/57985>","Charlie Chan at Treasure Island","Norman Foster (Director)"
"<http://data.linkedmdb.org/resource/film/45623>","Madagascar: Escape 2 Africa","Tom McGrath (Director)"
"<http://data.linkedmdb.org/resource/film/23256>","Kicking the Germ Out of Germany","Alfred J. Goulding (Director)"
"<http://data.linkedmdb.org/resource/film/55608>","Circle of Friends","Pat O'Connor (Director)"
"<http://data.linkedmdb.org/resource/film/4038>","American Pie","Paul Weitz (Director)"
"<http://data.linkedmdb.org/resource/film/77845>","Apa Khabar Orang Kampung","Amir Muhammad (Director)"
"<http://data.linkedmdb.org/resource/film/17906>","Sherlock Holmes and the Voice of Terror","John Rawlins (Director)"
"<http://data.linkedmdb.org/resource/film/57161>","Call Her Savage","John Francis Dillon (Director)"
"<http://data.linkedmdb.org/resource/film/24563>","The Trail of the Hound","Albert Russell (Director)"
"<http://data.linkedmdb.org/resource/film/14982>","Quantum Quest: A Cassini Space Odyssey","Daniel St. Pierre (Director)"
"<http://data.linkedmdb.org/resource/film/71176>","The Battle of the Sexes","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/24086>","The Battle of the Sexes","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/39717>","Anna and the King of Siam","John Cromwell (Director)"
"<http://data.linkedmdb.org/resource/film/41930>","Return to the Blue Lagoon","William A. Graham (Director)"
"<http://data.linkedmdb.org/resource/film/4358>","The Land That Time Forgot","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/97298>","Conrad in Quest of His Youth","William C. DeMille (Director)"
"<http://data.linkedmdb.org/resource/film/1708>","Top Secret!","Jerry Zucker (Director)"
"<http://data.linkedmdb.org/resource/film/70530>","The Girl in Room 20","Spencer Williams (Director)"
"<http://data.linkedmdb.org/resource/film/45878>","They Still Call Me Bruce","James Orr (Director)"
"<http://data.linkedmdb.org/resource/film/38504>","Flirting with Disaster","David O. Russell (Director)"
"<http://data.linkedmdb.org/resource/film/8134>","The Golden Bowl","James Ivory (Director)"
"<http://data.linkedmdb.org/resource/film/6546>","How to Make a Monster","Herbert L. Strock (Director)"
"<http://data.linkedmdb.org/resource/film/4358>","The Land That Time Forgot","Kevin Connor (Director)"
"<http://data.linkedmdb.org/resource/film/66411>","Time Out for Lessons","Edward Cahn (Director)"
"<http://data.linkedmdb.org/resource/film/12284>","The Bourne Identity","Roger Young (Director)"
"<http://data.linkedmdb.org/resource/film/65624>","The People Speak","Howard Zinn (Director)"
"<http://data.linkedmdb.org/resource/film/3667>","And Then There Were None","Peter Collinson (Director)"
"<http://data.linkedmdb.org/resource/film/8627>","On Her Majesty's Secret Service","Peter R. Hunt (Director)"
"<http://data.linkedmdb.org/resource/film/5596>","Murder Ahoy!","George Pollock (Director)"
"<http://data.linkedmdb.org/resource/film/42883>","The Last Horror Film","David Winters (Director)"
"<http://data.linkedmdb.org/resource/film/46428>","Fatty Finn","Maurice Murphy (Director)"
"<http://data.linkedmdb.org/resource/film/9343>","Under One Roof","Todd Wilson (Director)"
"<http://data.linkedmdb.org/resource/film/45349>","Tarzan and His Mate","Cedric Gibbons (Director)"
"<http://data.linkedmdb.org/resource/film/54085>","Let It Rain","Edward F. Cline (Director)"
"<http://data.linkedmdb.org/resource/film/60216>","The Mad Bomber","Bert I. Gordon (Director)"
"<http://data.linkedmdb.org/resource/film/18612>","Brown of Harvard","Jack Conway (Director)"
"<http://data.linkedmdb.org/resource/film/98464>","Around the World","Peder Pedersen (Director)"
"<http://data.linkedmdb.org/resource/film/53487>","Little Lord Fauntleroy","John Cromwell (Director)"
"<http://data.linkedmdb.org/resource/film/10060>","Little Lord Fauntleroy","John Cromwell (Director)"
"<http://data.linkedmdb.org/resource/film/11055>","Sayonara Jupiter","Koji Hashimoto (Director)"
"<http://data.linkedmdb.org/resource/film/4737>","The Magus","Guy Green (Director)"
"<http://data.linkedmdb.org/resource/film/50230>","The Werewolf of Woodstock","John Moffitt (Director)"
"<http://data.linkedmdb.org/resource/film/65395>","Phantom Punch","Robert Townsend (Director)"
"<http://data.linkedmdb.org/resource/film/54615>","Don't Look Down","Larry Shaw (Director)"
"<http://data.linkedmdb.org/resource/film/8329>","Doc Savage: The Man of Bronze","Michael Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/16095>","Golden Gate","John Madden (Director)"
"<http://data.linkedmdb.org/resource/film/24109>","The Lily and the Rose","Paul Powell (Director)"
"<http://data.linkedmdb.org/resource/film/17696>","A Midsummer Night's Dream","J. Stuart Blackton (Director)"
"<http://data.linkedmdb.org/resource/film/4188>","Three the Hard Way","Antonio Margheriti (Director)"
"<http://data.linkedmdb.org/resource/film/53946>","Omar the Tentmaker","James Young (Director)"
"<http://data.linkedmdb.org/resource/film/14840>","The Trial of Billy Jack","Tom Laughlin (Director)"
"<http://data.linkedmdb.org/resource/film/44624>","Attack of the 60 Foot Centerfold","Fred Olen Ray (Director)"
"<http://data.linkedmdb.org/resource/film/9394>","A Summer in St. Tropez","David Hamilton (Director)"
"<http://data.linkedmdb.org/resource/film/1610>","The Naked Gun 2?: The Smell of Fear","David Zucker (Director)"
"<http://data.linkedmdb.org/resource/film/2822>","The Honeymooners","John Schultz (Director)"
"<http://data.linkedmdb.org/resource/film/53843>","Chicago Joe and the Showgirl","Bernard Rose (Director)"
"<http://data.linkedmdb.org/resource/film/95581>","Did You Hear About the Morgans?","Marc Lawrence (Director)"
"<http://data.linkedmdb.org/resource/film/5765>","The Last Man on Earth","John G. Blystone (Director)"
"<http://data.linkedmdb.org/resource/film/94318>","Through the Forests and Through the Trees","Georg Wilhelm Pabst (Director)"
"<http://data.linkedmdb.org/resource/film/91397>","What Happened on Twenty-third Street, New York City","Edwin S. Porter (Director)"
"<http://data.linkedmdb.org/resource/film/7229>","Dogs of War","Robert F. McGowan (Director)"
"<http://data.linkedmdb.org/resource/film/1514>","Quatermass and the Pit","Roy Ward Baker (Director)"
"<http://data.linkedmdb.org/resource/film/93478>","The Bashful Bachelor","Malcolm St. Clair (Director)"
"<http://data.linkedmdb.org/resource/film/7627>","The Witches of Eastwick","George Miller (Director)"
"<http://data.linkedmdb.org/resource/film/48451>","Sex and Death 101","Daniel Waters (Director)"
"<http://data.linkedmdb.org/resource/film/56738>","The Wife Takes a Flyer","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/72756>","Dad and Dave Come to Town","Ken G. Hall (Director)"
"<http://data.linkedmdb.org/resource/film/52121>","The Harem World Tour: Live From Las Vegas","Bruce Gowers (Director)"
"<http://data.linkedmdb.org/resource/film/9033>","Guys and Dolls","Joseph L. Mankiewicz (Director)"
"<http://data.linkedmdb.org/resource/film/9468>","It's in the Bag","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/45323>","Talk to Me","Graeme Campbell (Director)"
"<http://data.linkedmdb.org/resource/film/4062>","One Million B.C.","Hal Roach (Director)"
"<http://data.linkedmdb.org/resource/film/10884>","No Name on the Bullet","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/96634>","Kiss and Tell","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/18555>","The Story of Esther Costello","David Miller (Director)"
"<http://data.linkedmdb.org/resource/film/64971>","Heart o' the Hills","Joseph De Grasse (Director)"
"<http://data.linkedmdb.org/resource/film/47429>","The Volga Boatman","Cecil B. DeMille (Director)"
"<http://data.linkedmdb.org/resource/film/12017>","Love and Pain and the Whole Damn Thing","Alan J. Pakula (Director)"
"<http://data.linkedmdb.org/resource/film/68491>","The Secret of the Black Widow","Franz Josef Gottlieb (Director)"
"<http://data.linkedmdb.org/resource/film/42370>","The First Wives Club","Hugh Wilson (Director)"
"<http://data.linkedmdb.org/resource/film/8756>","Thank Your Lucky Stars","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/80983>","King of the Khyber Rifles","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/614>","Weird Science","John Hughes (Director)"
"<http://data.linkedmdb.org/resource/film/2216>","Cloak & Dagger","Richard Franklin (Director)"
"<http://data.linkedmdb.org/resource/film/39763>","Mr. Blandings Builds His Dream House","H. C. Potter (Director)"
"<http://data.linkedmdb.org/resource/film/56679>","A Night to Remember","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/15523>","Gang Busters","Jacques Jaccard (Director)"
"<http://data.linkedmdb.org/resource/film/14809>","Billy Jack Goes to Washington","Tom Laughlin (Director)"
"<http://data.linkedmdb.org/resource/film/84023>","I'll Get By","Richard Sale (Director)"
"<http://data.linkedmdb.org/resource/film/98308>","Black Eye","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/1701>","Watership Down","Martin Rosen (Director)"
"<http://data.linkedmdb.org/resource/film/65988>","Sarah Brightman: In Concert","David Mallet (Director)"
"<http://data.linkedmdb.org/resource/film/6126>","Weird Al Yankovic: The Videos","Jay Levey (Director)"
"<http://data.linkedmdb.org/resource/film/11846>","The Last Horror Movie","Julian Richards (Director)"
"<http://data.linkedmdb.org/resource/film/19508>","Prisoners of the Sun","Roger Christian (Director)"
"<http://data.linkedmdb.org/resource/film/15369>","Song of Norway","Andrew L. Stone (Director)"
"<http://data.linkedmdb.org/resource/film/40879>","Lady Snowblood","Toshiya Fujita (Director)"
"<http://data.linkedmdb.org/resource/film/13898>","Lady Snowblood","Toshiya Fujita (Director)"
"<http://data.linkedmdb.org/resource/film/15543>","Adventures of the Flying Cadets","Lewis D. Collins (Director)"
"<http://data.linkedmdb.org/resource/film/16089>","Five on the Black Hand Side","Oscar Williams (Director)"
"<http://data.linkedmdb.org/resource/film/56426>","A String of Pearls","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/19676>","All the Fine Young Cannibals","Michael Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/54527>","The Story of Seabiscuit","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/11786>","In Search of the Second Amendment","David T. Hardy (Director)"
"<http://data.linkedmdb.org/resource/film/11382>","O. Henry's Full House","Henry Koster (Director)"
"<http://data.linkedmdb.org/resource/film/24759>","K-9: P.I.","Richard J. Lewis (Director)"
"<http://data.linkedmdb.org/resource/film/42303>","Up the Academy","Robert Downey Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/41215>","The Wendell Baker Story","Luke Wilson (Director)"
"<http://data.linkedmdb.org/resource/film/7132>","The Pelican Brief","Alan J. Pakula (Director)"
"<http://data.linkedmdb.org/resource/film/15077>","Clancy of the Mounted","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/5903>","Toys in the Attic","George Roy Hill (Director)"
"<http://data.linkedmdb.org/resource/film/15589>","Lost City of the Jungle","Lewis D. Collins (Director)"
"<http://data.linkedmdb.org/resource/film/1237>","Harry Potter and the Chamber of Secrets","Chris Columbus (Director)"
"<http://data.linkedmdb.org/resource/film/39002>","The Naked Gun: From the Files of Police Squad!","David Zucker (Director)"
"<http://data.linkedmdb.org/resource/film/41846>","The Misadventures of Merlin Jones","Robert Stevenson (Director)"
"<http://data.linkedmdb.org/resource/film/22424>","The Other End of the Line","James Dodson (Director)"
"<http://data.linkedmdb.org/resource/film/40959>","The Mouse That Roared","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/41966>","A Bell for Adano","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/42458>","Up the Creek","Robert Butler (Director)"
"<http://data.linkedmdb.org/resource/film/5488>","Dr. Jekyll and Mr. Hyde","John S. Robertson (Director)"
"<http://data.linkedmdb.org/resource/film/93727>","Lady Snowblood 2: Love Song of Vengeance","Toshiya Fujita (Director)"
"<http://data.linkedmdb.org/resource/film/13733>","The Ipcress File","Sidney J. Furie (Director)"
"<http://data.linkedmdb.org/resource/film/75392>","The Man with Bogart's Face","Robert Day (Director)"
"<http://data.linkedmdb.org/resource/film/94541>","One Does Not Play with Love","Georg Wilhelm Pabst (Director)"
"<http://data.linkedmdb.org/resource/film/44508>","Man in the Shadow","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/23971>","Ro.Go.Pa.G.","Pier Paolo Pasolini (Director)"
"<http://data.linkedmdb.org/resource/film/18913>","Bang the Drum Slowly","John D. Hancock (Director)"
"<http://data.linkedmdb.org/resource/film/43495>","The Satanic Rites of Dracula","Alan Gibson (Director)"
"<http://data.linkedmdb.org/resource/film/51235>","Dick Tracy Meets Gruesome","John Rawlins (Director)"
"<http://data.linkedmdb.org/resource/film/3718>","Southern Comfort","Walter Hill (Director)"
"<http://data.linkedmdb.org/resource/film/66979>","Alarm","Alice O'Fredericks (Director)"
"<http://data.linkedmdb.org/resource/film/12685>","Year of the Dog","Mike White (Director)"
"<http://data.linkedmdb.org/resource/film/65846>","Periwinkle","James Kirkwood, Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/97>","Viva Villa!","Howard Hawks (Director)"
"<http://data.linkedmdb.org/resource/film/11164>","The Vigilantes Are Coming","Mack V. Wright (Director)"
"<http://data.linkedmdb.org/resource/film/52474>","The Black Book","Spencer Gordon Bennet (Director)"
"<http://data.linkedmdb.org/resource/film/25012>","Lucille Love, Girl of Mystery","Francis Ford (Director)"
"<http://data.linkedmdb.org/resource/film/22959>","The Secret Code","Spencer Gordon Bennet (Director)"
"<http://data.linkedmdb.org/resource/film/39462>","The Passion of Joan of Arc","Carl Theodor Dreyer (Director)"
"<http://data.linkedmdb.org/resource/film/732>","The Phantom of the Opera","Rupert Julian (Director)"
"<http://data.linkedmdb.org/resource/film/898>","Live from Baghdad","Mick Jackson (Director)"
"<http://data.linkedmdb.org/resource/film/13284>","Thank You, Jeeves!","Arthur Greville Collins (Director)"
"<http://data.linkedmdb.org/resource/film/25152>","The Adventures of Robinson Crusoe","Robert F. Hill (Director)"
"<http://data.linkedmdb.org/resource/film/4952>","Flight of the Phoenix","John Moore (Director)"
"<http://data.linkedmdb.org/resource/film/3155>","H.G. Wells' War of the Worlds","David Michael Latt (Director)"
"<http://data.linkedmdb.org/resource/film/15098>","The Phantom of the Air","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/56490>","The Call of the Wild","William A. Wellman (Director)"
"<http://data.linkedmdb.org/resource/film/17191>","How Tasty Was My Little Frenchman","Nelson Pereira dos Santos (Director)"
"<http://data.linkedmdb.org/resource/film/21670>","An Adventure in the Autumn Woods","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/10617>","Any Old Port","James W. Horne (Director)"
"<http://data.linkedmdb.org/resource/film/266>","Ferris Bueller's Day Off","John Hughes (Director)"
"<http://data.linkedmdb.org/resource/film/13056>","The Wolf Man","Edmund Mortimer (Director)"
"<http://data.linkedmdb.org/resource/film/17119>","Period of Adjustment","George Roy Hill (Director)"
"<http://data.linkedmdb.org/resource/film/72073>","Period of Adjustment","George Roy Hill (Director)"
"<http://data.linkedmdb.org/resource/film/8503>","Subash Chandra Bose","K. Raghavendra Rao (Director)"
"<http://data.linkedmdb.org/resource/film/15740>","The Swan Princess: The Mystery of the Enchanted Kingdom","Richard Rich (Director)"
"<http://data.linkedmdb.org/resource/film/24493>","The Swan Princess III: The Mystery of the Enchanted Kingdom","Richard Rich (Director)"
"<http://data.linkedmdb.org/resource/film/55669>","Fast and Loose","Fred C. Newmeyer (Director)"
"<http://data.linkedmdb.org/resource/film/1451>","Dance with a Stranger","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/70236>","Lenny Bruce: Swear to Tell the Truth","Robert B. Weide (Director)"
"<http://data.linkedmdb.org/resource/film/39698>","A View to a Kill","John Glen (Director)"
"<http://data.linkedmdb.org/resource/film/13978>","The Secret Life of Walter Mitty","Norman Z. McLeod (Director)"
"<http://data.linkedmdb.org/resource/film/45462>","The Three Burials of Melquiades Estrada","Tommy Lee Jones (Director)"
"<http://data.linkedmdb.org/resource/film/45338>","A Yank at Oxford","Jack Conway (Director)"
"<http://data.linkedmdb.org/resource/film/83082>","Prison Break: The Final Break","Brad Turner (Director)"
"<http://data.linkedmdb.org/resource/film/15526>","The Adventures of Smilin' Jack","Lewis D. Collins (Director)"
"<http://data.linkedmdb.org/resource/film/77131>","The Power of One","John G. Avildsen (Director)"
"<http://data.linkedmdb.org/resource/film/13533>","The Prisoner of Zenda","Woody Van Dyke (Director)"
"<http://data.linkedmdb.org/resource/film/38431>","The Prisoner of Zenda","John Cromwell (Director)"
"<http://data.linkedmdb.org/resource/film/55769>","The Red Menace","R. G. Springsteen (Director)"
"<http://data.linkedmdb.org/resource/film/73986>","Life or Death","Kamal El Sheikh (Director)"
"<http://data.linkedmdb.org/resource/film/77133>","Seven Cities of Gold","Robert D. Webb (Director)"
"<http://data.linkedmdb.org/resource/film/903>","Lara Croft Tomb Raider: The Cradle of Life","Jan de Bont (Director)"
"<http://data.linkedmdb.org/resource/film/13096>","The Walking Dead","Preston A. Whitmore II (Director)"
"<http://data.linkedmdb.org/resource/film/38094>","Four Weddings and a Funeral","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/56>","Where the Heart Is","Matt Williams (Director)"
"<http://data.linkedmdb.org/resource/film/9911>","The Most Dangerous Game","Ernest B. Schoedsack (Director)"
"<http://data.linkedmdb.org/resource/film/65819>","Innocence of Lizette","James Kirkwood, Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/56191>","The White Rose of the Wilds","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/74071>","Last Train to Mahakali","Anurag Kashyap (Director)"
"<http://data.linkedmdb.org/resource/film/96655>","Albert Pinto Ko Gussa Kyon Aata Hai","Saeed Akhtar Mirza (Director)"
"<http://data.linkedmdb.org/resource/film/93623>","Fox Movietone Follies of 1929","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/11863>","Abu Zayd al-Hilali","Ezzel Dine Zulficar (Director)"
"<http://data.linkedmdb.org/resource/film/1560>","AVP: Alien vs. Predator","Paul W. S. Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/20638>","The Last Frontier","Spencer Gordon Bennet (Director)"
"<http://data.linkedmdb.org/resource/film/19049>","San Antonio","Robert Florey (Director)"
"<http://data.linkedmdb.org/resource/film/69775>","Nagai Go World: Maboroshi Panty VS Henchin Pokoider","Minoru Kawasaki (Director)"
"<http://data.linkedmdb.org/resource/film/76906>","The Street: A Film with the Homeless","Daniel Cross (Director)"
"<http://data.linkedmdb.org/resource/film/47059>","Autobiography of a Princess","James Ivory (Director)"
"<http://data.linkedmdb.org/resource/film/23723>","The Wild Goose Chase","Cecil B. DeMille (Director)"
"<http://data.linkedmdb.org/resource/film/40798>","The Warriors","Walter Hill (Director)"
"<http://data.linkedmdb.org/resource/film/18780>","Ready When You Are, Mr McGill","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/1302>","Free Willy 2: The Adventure Home","Dwight H. Little (Director)"
"<http://data.linkedmdb.org/resource/film/66811>","Blaavand melder storm","Alice O'Fredericks (Director)"
"<http://data.linkedmdb.org/resource/film/66523>","Moan and Groan, Inc.","Robert F. McGowan (Director)"
"<http://data.linkedmdb.org/resource/film/11748>","Woman Sesame Oil Maker","Xie Fei (Director)"
"<http://data.linkedmdb.org/resource/film/3866>","Omen III: The Final Conflict","Graham Baker (Director)"
"<http://data.linkedmdb.org/resource/film/1644>","House on Haunted Hill","William Malone (Director)"
"<http://data.linkedmdb.org/resource/film/19948>","Bound and Gagged","George B. Seitz (Director)"
"<http://data.linkedmdb.org/resource/film/42293>","Chill Factor","Hugh Johnson (Director)"
"<http://data.linkedmdb.org/resource/film/22482>","The Cowboy and the Lady","H. C. Potter (Director)"
"<http://data.linkedmdb.org/resource/film/5626>","Man of the House","James Orr (Director)"
"<http://data.linkedmdb.org/resource/film/56659>","Main Street on the March!","Edward Cahn (Director)"
"<http://data.linkedmdb.org/resource/film/12543>","King Solomon's Mines","Robert Stevenson (Director)"
"<http://data.linkedmdb.org/resource/film/2867>","Boom Town","Jack Conway (Director)"
"<http://data.linkedmdb.org/resource/film/168>","The Great Train Robbery","Edwin S. Porter (Director)"
"<http://data.linkedmdb.org/resource/film/52931>","I'm Going Home","Manoel de Oliveira (Director)"
"<http://data.linkedmdb.org/resource/film/14239>","Dance Party USA","Aaron Katz (Director)"
"<http://data.linkedmdb.org/resource/film/17905>","Sherlock Holmes and the Secret Weapon","Roy William Neill (Director)"
"<http://data.linkedmdb.org/resource/film/41549>","I Was a Communist for the FBI","Gordon Douglas (Director)"
"<http://data.linkedmdb.org/resource/film/8547>","Flying Tigers","David Miller (Director)"
"<http://data.linkedmdb.org/resource/film/23446>","Crossing Over","Wayne Kramer (Director)"
"<http://data.linkedmdb.org/resource/film/14272>","In Old Santa Fe","David Howard (Director)"
"<http://data.linkedmdb.org/resource/film/53127>","The Prisoner of Zenda","Rex Ingram (Director)"
"<http://data.linkedmdb.org/resource/film/41853>","Wild in the Country","Philip Dunne (Director)"
"<http://data.linkedmdb.org/resource/film/6472>","Extreme Prejudice","Walter Hill (Director)"
"<http://data.linkedmdb.org/resource/film/9960>","Suddenly, Last Summer","Joseph L. Mankiewicz (Director)"
"<http://data.linkedmdb.org/resource/film/97665>","Look for the Silver Lining","David Butler (Director)"
"<http://data.linkedmdb.org/resource/film/4205>","A Christmas Carol","Richard Williams (Director)"
"<http://data.linkedmdb.org/resource/film/45499>","Pack Up Your Troubles","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/4387>","Stairwell: Trapped in the World Trade Center","Jonathan M. Parisen (Director)"
"<http://data.linkedmdb.org/resource/film/53090>","A Life in the Death of Joe Meek","Susan Stahman (Director)"
"<http://data.linkedmdb.org/resource/film/48785>","When Zachary Beaver Came to Town","John Schultz (Director)"
"<http://data.linkedmdb.org/resource/film/70581>","Going Straight","Sidney Franklin (Director)"
"<http://data.linkedmdb.org/resource/film/61840>","End of the World","John Hayes (Director)"
"<http://data.linkedmdb.org/resource/film/66779>","Familien Pille som Spejdere","Lau Lauritzen Sr. (Director)"
"<http://data.linkedmdb.org/resource/film/5951>","Rahul's Arranged Marriage","Anant Mathur (Director)"
"<http://data.linkedmdb.org/resource/film/42830>","Ernest Goes to Jail","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/49811>","Ernest Goes to Africa","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/44201>","Ernest Goes to Camp","John R. Cherry III (Director)"
"<http://data.linkedmdb.org/resource/film/7403>","Christopher Columbus: The Discovery","John Glen (Director)"
"<http://data.linkedmdb.org/resource/film/63596>","Eye of God","Tim Blake Nelson (Director)"
"<http://data.linkedmdb.org/resource/film/97042>","Winnie the Pooh","Stephen J. Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/39080>","Mad Max","George Miller (Director)"
"<http://data.linkedmdb.org/resource/film/14763>","High School Confidential","Jack Arnold (Director)"
"<http://data.linkedmdb.org/resource/film/22563>","How've You Bean?","Alfred J. Goulding (Director)"
"<http://data.linkedmdb.org/resource/film/44511>","The Gunfighter","Henry King (Director)"
"<http://data.linkedmdb.org/resource/film/3377>","Shout at the Devil","Peter R. Hunt (Director)"
"<http://data.linkedmdb.org/resource/film/50448>","Amazing Grace and Chuck","Mike Newell (Director)"
"<http://data.linkedmdb.org/resource/film/15512>","Don Winslow of the Navy","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/41810>","The Edge of the World","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/43611>","How Stella Got Her Groove Back","Kevin Rodney Sullivan (Director)"
"<http://data.linkedmdb.org/resource/film/40080>","Flash Gordon Conquers the Universe","Ford Beebe (Director)"
"<http://data.linkedmdb.org/resource/film/25160>","Around the World in Eighteen Days","William Reeves Easton (Director)"
"<http://data.linkedmdb.org/resource/film/91244>","The Invaders","Thomas Harper Ince (Director)"
"<http://data.linkedmdb.org/resource/film/2478>","Lean on Me","John G. Avildsen (Director)"
"<http://data.linkedmdb.org/resource/film/14704>","What Ever Happened to Aunt Alice?","Lee H. Katzin (Director)"
"<http://data.linkedmdb.org/resource/film/46293>","The Adventures of Sebastian Cole","Tod Williams (Director)"
"<http://data.linkedmdb.org/resource/film/12194>","Hook, Line & Sinker","George Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/48051>","Adventures of a Brown Man in Search of Civilization","James Ivory (Director)"
"<http://data.linkedmdb.org/resource/film/2207>","Twilight Zone: The Movie","Steven Spielberg (Director)"
"<http://data.linkedmdb.org/resource/film/7651>","Somebody Help Me","Chris Stokes (Director)"
"<http://data.linkedmdb.org/resource/film/9876>","The Running Man","Paul Michael Glaser (Director)"
"<http://data.linkedmdb.org/resource/film/10222>","From Russia with Love","Terence Young (Director)"
"<http://data.linkedmdb.org/resource/film/22950>","Terry and the Pirates","James W. Horne (Director)"
"<http://data.linkedmdb.org/resource/film/78426>","The Plains of Heaven","Ian Pringle (Director)"
"<http://data.linkedmdb.org/resource/film/52269>","The Pirate of Panama","Ray Taylor (Director)"
"<http://data.linkedmdb.org/resource/film/14879>","In Love and War","Philip Dunne (Director)"
"<http://data.linkedmdb.org/resource/film/65253>","Mother Carey's Chickens","Rowland V. Lee (Director)"
"<http://data.linkedmdb.org/resource/film/20655>","A Fool There Was","Frank Griffin (Director)"
"<http://data.linkedmdb.org/resource/film/50720>","Walk the Angry Beach","John Hayes (Director)"
"<http://data.linkedmdb.org/resource/film/47902>","The Lion Has Wings","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/51729>","Man with a Plan","John O'Brien (Director)"
"<http://data.linkedmdb.org/resource/film/50597>","The Road to Reno","Richard Wallace (Director)"
"<http://data.linkedmdb.org/resource/film/3818>","48 Hrs.","Walter Hill (Director)"
"<http://data.linkedmdb.org/resource/film/47895>","Keeping Up with the Steins","Scott Marshall (Director)"
"<http://data.linkedmdb.org/resource/film/7681>","House Party 4: Down to the Last Minute","Chris Stokes (Director)"
"<http://data.linkedmdb.org/resource/film/6562>","Ashes to Ashes","Wayne Gerard Trotman (Director)"
"<http://data.linkedmdb.org/resource/film/7477>","Code of Silence","Andrew Davis (Director)"
"<http://data.linkedmdb.org/resource/film/23709>","The Girl of the Golden West","Cecil B. DeMille (Director)"
"<http://data.linkedmdb.org/resource/film/4583>","Last Man Standing","Walter Hill (Director)"
"<http://data.linkedmdb.org/resource/film/42719>","Into the Blue","John Stockwell (Director)"
"<http://data.linkedmdb.org/resource/film/247>","Mary Poppins","Robert Stevenson (Director)"
"<http://data.linkedmdb.org/resource/film/52604>","The Mystery of 13","Francis Ford (Director)"
"<http://data.linkedmdb.org/resource/film/38655>","The Keys of the Kingdom","John M. Stahl (Director)"
"<http://data.linkedmdb.org/resource/film/56956>","The Keys of the Kingdom","John M. Stahl (Director)"
"<http://data.linkedmdb.org/resource/film/40420>","The Life and Death of Colonel Blimp","Michael Powell (Director)"
"<http://data.linkedmdb.org/resource/film/10652>","Hello Pop!","Jack Cummings (Director)"
"<http://data.linkedmdb.org/resource/film/52139>","Chemical Wedding","Julian Doyle (Director)"
"<http://data.linkedmdb.org/resource/film/7099>","Ziggy Stardust and the Spiders from Mars","D. A. Pennebaker (Director)"
"<http://data.linkedmdb.org/resource/film/4617>","Shake Hands with the Devil","Michael Anderson (Director)"
"<http://data.linkedmdb.org/resource/film/21667>","The Telephone Girl and the Lady","D. W. Griffith (Director)"
"<http://data.linkedmdb.org/resource/film/23887>","Feet of Clay","Cecil B. DeMille (Director)"
