id,title,director
"<http://dbpedia.org/resource/A_Study_in_Scarlet_%281914_film%29>","A Study in Scarlet (1914 film)","George Pearson (filmmaker)"
"<http://dbpedia.org/resource/Tess_of_the_Storm_Country_%281914_film%29>","Tess of the Storm Country (1914 film)","Edwin S. Porter"
"<http://dbpedia.org/resource/The_Plague_Dogs_%28film%29>","The Plague Dogs (film)","Martin Rosen (director)"
"<http://dbpedia.org/resource/Not_Without_My_Daughter>","Not Without My Daughter","Brian Gilbert (Director)"
"<http://dbpedia.org/resource/The_Final_Countdown_%28film%29>","The Final Countdown (film)","Don Taylor (actor)"
"<http://dbpedia.org/resource/Step_on_It%21_%28film%29>","Step on It! (film)","Jack Conway (film-maker)"
"<http://dbpedia.org/resource/The_Oyster_Dredger>","The Oyster Dredger","Lon Chaney, Sr."
"<http://dbpedia.org/resource/He_Would_a_Hunting_Go>","He Would a Hunting Go","George Nichols (actor)"
"<http://dbpedia.org/resource/Something_to_Believe_In_%28film%29>","Something to Believe In (film)","John Hough (director)"
"<http://dbpedia.org/resource/Prince_of_Foxes_%28film%29>","Prince of Foxes (film)","Henry King (director)"
"<http://dbpedia.org/resource/Prince_of_Foxes_%28film%29>","Prince of Foxes (film)","Henry King (director)"
"<http://dbpedia.org/resource/Het_is_een_schone_dag_geweest>","Het is een schone dag geweest","Jos de Putter"
"<http://dbpedia.org/resource/Fantastic_Four:_Rise_of_the_Silver_Surfer>","Fantastic Four: Rise of the Silver Surfer","Tim Story (film director)"
"<http://dbpedia.org/resource/Cane_Toads:_An_Unnatural_History>","Cane Toads: An Unnatural History","Mark Lewis (filmmaker)"
"<http://dbpedia.org/resource/Rock_Around_the_Clock_%28film%29>","Rock Around the Clock (film)","Fred F. Sears"
"<http://dbpedia.org/resource/The_Interns_%28film%29>","The Interns (film)","David Swift (director)"
"<http://dbpedia.org/resource/The_Interns_%28film%29>","The Interns (film)","David Swift (director)"
"<http://dbpedia.org/resource/Alien_Nation_%28film%29>","Alien Nation (film)","Graham Baker (director)"
"<http://dbpedia.org/resource/The_Young_Ones_%28film%29>","The Young Ones (film)","Sidney J. Furie"
"<http://dbpedia.org/resource/The_Adventures_of_Greyfriars_Bobby>","The Adventures of Greyfriars Bobby","John Henderson (director)"
"<http://dbpedia.org/resource/Our_Very_Own_%281950_film%29>","Our Very Own (1950 film)","David Miller (director)"
"<http://dbpedia.org/resource/Rookie_of_the_Year_%28film%29>","Rookie of the Year (film)","Daniel Stern (actor)"
"<http://dbpedia.org/resource/Quiet_City_%28film%29>","Quiet City (film)","Aaron Katz (filmmaker)"
"<http://dbpedia.org/resource/Battlefield_Earth_%28film%29>","Battlefield Earth (film)","Roger Christian (filmmaker)"
"<http://dbpedia.org/resource/King_of_the_Royal_Mounted_%28serial%29>","King of the Royal Mounted (serial)","John English (director)"
"<http://dbpedia.org/resource/A_History_of_the_Blue_Movie>","A History of the Blue Movie","Alex de Renzy"
"<http://dbpedia.org/resource/The_Nanny_Diaries_%28film%29>","The Nanny Diaries (film)","Shari Springer Berman"
"<http://dbpedia.org/resource/The_Sum_of_All_Fears_%28film%29>","The Sum of All Fears (film)","Phil Alden Robinson"
"<http://dbpedia.org/resource/The_Case_of_the_Stuttering_Bishop>","The Case of the Stuttering Bishop","William Clemens (film director)"
"<http://dbpedia.org/resource/The_Last_of_the_Mohicans_%281936_film%29>","The Last of the Mohicans (1936 film)","George B. Seitz"
"<http://dbpedia.org/resource/You_Can%27t_Cheat_an_Honest_Man>","You Can't Cheat an Honest Man","George Marshall (director)"
"<http://dbpedia.org/resource/In_a_Year_of_13_Moons>","In a Year of 13 Moons","Rainer Werner Fassbinder"
"<http://dbpedia.org/resource/What_Shall_We_Do_with_Our_Old%3F>","What Shall We Do with Our Old?","D. W. Griffith"
"<http://dbpedia.org/resource/Sinbad_the_Sailor_%28film%29>","Sinbad the Sailor (film)","Richard Wallace (director)"
"<http://dbpedia.org/resource/The_Stool_Pigeon_%281915_film%29>","The Stool Pigeon (1915 film)","Lon Chaney, Sr."
"<http://dbpedia.org/resource/The_Last_Confession_of_Alexander_Pearce>","The Last Confession of Alexander Pearce","Michael James Rowland"
"<http://dbpedia.org/resource/Mortal_Kombat_%28film%29>","Mortal Kombat (film)","Paul W. S. Anderson"
"<http://dbpedia.org/resource/Tarzan_and_the_Leopard_Woman>","Tarzan and the Leopard Woman","Kurt Neumann (director)"
"<http://dbpedia.org/resource/Judge_Not%3B_or_The_Woman_of_Mona_Diggings>","Judge Not; or The Woman of Mona Diggings","Robert Z. Leonard"
"<http://dbpedia.org/resource/Sin_City_%28film%29>","Sin City (film)","Quentin Tarantino"
"<http://dbpedia.org/resource/Blue_Collar_Comedy_Tour:_The_Movie>","Blue Collar Comedy Tour: The Movie","C.B. Harding"
"<http://dbpedia.org/resource/Robin_Hood:_Prince_of_Thieves>","Robin Hood: Prince of Thieves","Kevin Reynolds (director)"
"<http://dbpedia.org/resource/Pigskin_Parade_%28film%29>","Pigskin Parade (film)","David Butler (director)"
"<http://dbpedia.org/resource/Jesse_James_%28film%29>","Jesse James (film)","Henry King (director)"
"<http://dbpedia.org/resource/All_the_President%27s_Men_%28film%29>","All the President's Men (film)","Alan J. Pakula"
"<http://dbpedia.org/resource/Aces:_Iron_Eagle_III>","Aces: Iron Eagle III","John Glen (director)"
"<http://dbpedia.org/resource/Men_of_Honor>","Men of Honor","George Tillman, Jr."
"<http://dbpedia.org/resource/Abe_Lincoln_in_Illinois_%28film%29>","Abe Lincoln in Illinois (film)","John Cromwell (director)"
"<http://dbpedia.org/resource/Slaves_of_New_York>","Slaves of New York","James Ivory (director)"
"<http://dbpedia.org/resource/Paid_in_Full_%28film%29>","Paid in Full (film)","Charles Stone III"
"<http://dbpedia.org/resource/The_Winning_of_Barbara_Worth>","The Winning of Barbara Worth","Henry King (director)"
"<http://dbpedia.org/resource/Heroes_of_the_West_%281932_film%29>","Heroes of the West (1932 film)","Ray Taylor (director)"
"<http://dbpedia.org/resource/Sgt._Kabukiman_N.Y.P.D.>","Sgt. Kabukiman N.Y.P.D.","Michael Herz (producer)"
"<http://dbpedia.org/resource/The_Spirit_%28film%29>","The Spirit (film)","Frank Miller (comics)"
"<http://dbpedia.org/resource/Black_Death_%28film%29>","Black Death (film)","Christopher Smith (director)"
"<http://dbpedia.org/resource/When_the_Daltons_Rode>","When the Daltons Rode","George Marshall (director)"
"<http://dbpedia.org/resource/Dudley_Do-Right_%28film%29>","Dudley Do-Right (film)","Hugh Wilson (director)"
"<http://dbpedia.org/resource/The_Pope_Must_Die>","The Pope Must Die","Peter Richardson (actor)"
"<http://dbpedia.org/resource/The_Snows_of_Kilimanjaro_%281952_film%29>","The Snows of Kilimanjaro (1952 film)","Henry King (director)"
"<http://dbpedia.org/resource/Woman_on_the_Run>","Woman on the Run","Norman Foster (director)"
"<http://dbpedia.org/resource/The_Count_of_Monte_Cristo_%281934_film%29>","The Count of Monte Cristo (1934 film)","Rowland V. Lee"
"<http://dbpedia.org/resource/Young_at_Heart_%281954_film%29>","Young at Heart (1954 film)","Gordon Douglas (director)"
"<http://dbpedia.org/resource/Psycho_II_%28film%29>","Psycho II (film)","Richard Franklin (director)"
"<http://dbpedia.org/resource/The_Halliday_Brand>","The Halliday Brand","Joseph H. Lewis (director)"
"<http://dbpedia.org/resource/Sunset_Grill_%28film%29>","Sunset Grill (film)","Kevin Connor (director)"
"<http://dbpedia.org/resource/Fortunes_of_Captain_Blood>","Fortunes of Captain Blood","Gordon Douglas (director)"
"<http://dbpedia.org/resource/Fortunes_of_Captain_Blood>","Fortunes of Captain Blood","Gordon Douglas (director)"
"<http://dbpedia.org/resource/The_Alarm_%28film%29>","The Alarm (film)","Roscoe Arbuckle"
"<http://dbpedia.org/resource/Falling_Angels_%28film%29>","Falling Angels (film)","Scott Smith (director)"
"<http://dbpedia.org/resource/Safety_Last%21>","Safety Last!","Sam Taylor (director)"
"<http://dbpedia.org/resource/The_Temp_%28film%29>","The Temp (film)","Tom Holland (director)"
"<http://dbpedia.org/resource/A_Tale_of_Two_Cities_%281911_film%29>","A Tale of Two Cities (1911 film)","William J. Humphrey"
"<http://dbpedia.org/resource/The_Curse_of_the_Hidden_Vault>","The Curse of the Hidden Vault","Franz Josef Gottlieb"
"<http://dbpedia.org/resource/First_Man_into_Space>","First Man into Space","Robert Day (director)"
"<http://dbpedia.org/resource/The_Green_Hornet_Strikes_Again%21>","The Green Hornet Strikes Again!","Ford Beebe"
"<http://dbpedia.org/resource/Return_of_the_Roller_Blade_Seven>","Return of the Roller Blade Seven","Donald G. Jackson"
"<http://dbpedia.org/resource/The_Romance_of_Transportation_in_Canada>","The Romance of Transportation in Canada","Colin Low (filmmaker)"
"<http://dbpedia.org/resource/The_Ant_Bully_%28film%29>","The Ant Bully (film)","John A. Davis"
"<http://dbpedia.org/resource/The_Ant_Bully_%28film%29>","The Ant Bully (film)","John A. Davis"
"<http://dbpedia.org/resource/Mare_Nostrum_%28film%29>","Mare Nostrum (film)","Rex Ingram (director)"
"<http://dbpedia.org/resource/Bride_and_Gloom_%28film%29>","Bride and Gloom (film)","Alfred J. Goulding"
"<http://dbpedia.org/resource/The_NeverEnding_Story_II:_The_Next_Chapter>","The NeverEnding Story II: The Next Chapter","George T. Miller"
"<http://dbpedia.org/resource/You_Know_My_Name_%28film%29>","You Know My Name (film)","John Kent Harrison"
"<http://dbpedia.org/resource/The_Secret_of_My_Success_%281965_film%29>","The Secret of My Success (1965 film)","Andrew L. Stone"
"<http://dbpedia.org/resource/The_Night_the_Lights_Went_Out_in_Georgia_%28film%29>","The Night the Lights Went Out in Georgia (film)","Ronald F. Maxwell"
"<http://dbpedia.org/resource/Adventures_of_Frank_and_Jesse_James>","Adventures of Frank and Jesse James","Yakima Canutt"
"<http://dbpedia.org/resource/The_Phantom_of_the_Opera_%281989_film%29>","The Phantom of the Opera (1989 film)","Dwight H. Little"
"<http://dbpedia.org/resource/A_Little_Hero_%28film%29>","A Little Hero (film)","George Nichols (actor)"
"<http://dbpedia.org/resource/They_Saved_Hitler%27s_Brain>","They Saved Hitler's Brain","David Bradley (director)"
"<http://dbpedia.org/resource/The_Story_of_Temple_Drake>","The Story of Temple Drake","Stephen Roberts (director)"
"<http://dbpedia.org/resource/Somebody_Help_Me_2>","Somebody Help Me 2","Chris Stokes (record producer)"
"<http://dbpedia.org/resource/Kill_the_Poor_%28film%29>","Kill the Poor (film)","Alan Taylor (director)"
"<http://dbpedia.org/resource/The_Patchwork_Girl_of_Oz_%281914_film%29>","The Patchwork Girl of Oz (1914 film)","J. Farrell MacDonald"
"<http://dbpedia.org/resource/Hum_Saath-Saath_Hain:_We_Stand_United>","Hum Saath-Saath Hain: We Stand United","Sooraj R. Barjatya"
"<http://dbpedia.org/resource/An_Awfully_Big_Adventure>","An Awfully Big Adventure","Mike Newell (director)"
"<http://dbpedia.org/resource/An_Awfully_Big_Adventure>","An Awfully Big Adventure","Mike Newell (director)"
"<http://dbpedia.org/resource/Mr._Moto%27s_Last_Warning>","Mr. Moto's Last Warning","Norman Foster (director)"
"<http://dbpedia.org/resource/Howling_IV:_The_Original_Nightmare>","Howling IV: The Original Nightmare","John Hough (director)"
"<http://dbpedia.org/resource/The_Big_Shakedown>","The Big Shakedown","John Francis Dillon (director)"
"<http://dbpedia.org/resource/The_Incredible_Journey_of_Doctor_Meg_Laurel>","The Incredible Journey of Doctor Meg Laurel","Guy Green (filmmaker)"
"<http://dbpedia.org/resource/The_Remains_of_the_Day_%28film%29>","The Remains of the Day (film)","James Ivory (director)"
"<http://dbpedia.org/resource/Side_Street_%281929_film%29>","Side Street (1929 film)","Malcolm St. Clair (filmmaker)"
"<http://dbpedia.org/resource/Angels_in_the_Infield>","Angels in the Infield","Robert King (writer)"
"<http://dbpedia.org/resource/Charlie_Chan_at_Treasure_Island>","Charlie Chan at Treasure Island","Norman Foster (director)"
"<http://dbpedia.org/resource/Madagascar:_Escape_2_Africa>","Madagascar: Escape 2 Africa","Eric Darnell"
"<http://dbpedia.org/resource/Kicking_the_Germ_Out_of_Germany>","Kicking the Germ Out of Germany","Alfred J. Goulding"
"<http://dbpedia.org/resource/Circle_of_Friends_%281995_film%29>","Circle of Friends (1995 film)","Pat O'Connor (director)"
"<http://dbpedia.org/resource/American_Pie_%28film%29>","American Pie (film)","Paul Weitz (filmmaker)"
"<http://dbpedia.org/resource/Apa_Khabar_Orang_Kampung>","Apa Khabar Orang Kampung","Amir Muhammad (director)"
"<http://dbpedia.org/resource/Sherlock_Holmes_and_the_Voice_of_Terror>","Sherlock Holmes and the Voice of Terror","John Rawlins (director)"
"<http://dbpedia.org/resource/Call_Her_Savage>","Call Her Savage","John Francis Dillon (director)"
"<http://dbpedia.org/resource/The_Trail_of_the_Hound>","The Trail of the Hound","Albert Russell (director)"
"<http://dbpedia.org/resource/Quantum_Quest:_A_Cassini_Space_Odyssey>","Quantum Quest: A Cassini Space Odyssey","Daniel St. Pierre"
"<http://dbpedia.org/resource/The_Battle_of_the_Sexes_%281914_film%29>","The Battle of the Sexes (1914 film)","D. W. Griffith"
"<http://dbpedia.org/resource/The_Battle_of_the_Sexes_%281914_film%29>","The Battle of the Sexes (1914 film)","D. W. Griffith"
"<http://dbpedia.org/resource/Anna_and_the_King_of_Siam_%28film%29>","Anna and the King of Siam (film)","John Cromwell (director)"
"<http://dbpedia.org/resource/Return_to_the_Blue_Lagoon>","Return to the Blue Lagoon","William A. Graham (director)"
"<http://dbpedia.org/resource/The_Land_That_Time_Forgot_%281975_film%29>","The Land That Time Forgot (1975 film)","Kevin Connor (director)"
"<http://dbpedia.org/resource/Conrad_in_Quest_of_His_Youth>","Conrad in Quest of His Youth","William C. deMille"
"<http://dbpedia.org/resource/Top_Secret%21>","Top Secret!","Jim Abrahams"
"<http://dbpedia.org/resource/The_Girl_in_Room_20>","The Girl in Room 20","Spencer Williams (actor)"
"<http://dbpedia.org/resource/They_Still_Call_Me_Bruce>","They Still Call Me Bruce","James Orr (filmmaker)"
"<http://dbpedia.org/resource/Flirting_with_Disaster_%28film%29>","Flirting with Disaster (film)","David O. Russell"
"<http://dbpedia.org/resource/The_Golden_Bowl_%28film%29>","The Golden Bowl (film)","James Ivory (director)"
"<http://dbpedia.org/resource/How_to_Make_a_Monster_%281958_film%29>","How to Make a Monster (1958 film)","Herbert L. Strock"
"<http://dbpedia.org/resource/The_Land_That_Time_Forgot_%28film%29>","The Land That Time Forgot (film)","Kevin Connor (director)"
"<http://dbpedia.org/resource/Time_Out_for_Lessons>","Time Out for Lessons","Edward Cahn (director)"
"<http://dbpedia.org/resource/The_Bourne_Identity_%281988_film%29>","The Bourne Identity (1988 film)","Roger Young (director)"
"<http://dbpedia.org/resource/The_People_Speak_%28film%29>","The People Speak (film)","Howard Zinn"
"<http://dbpedia.org/resource/And_Then_There_Were_None_%281974_film%29>","And Then There Were None (1974 film)","Peter Collinson (film director)"
"<http://dbpedia.org/resource/On_Her_Majesty%27s_Secret_Service_%28film%29>","On Her Majesty's Secret Service (film)","Peter R. Hunt"
"<http://dbpedia.org/resource/Murder_Ahoy%21>","Murder Ahoy!","George Pollock (director)"
"<http://dbpedia.org/resource/The_Last_Horror_Film>","The Last Horror Film","David Winters (choreographer)"
"<http://dbpedia.org/resource/Fatty_Finn_%28film%29>","Fatty Finn (film)","Maurice Murphy (Director)"
"<http://dbpedia.org/resource/Under_One_Roof_%28film%29>","Under One Roof (film)","Todd Wilson (director)"
"<http://dbpedia.org/resource/Tarzan_and_His_Mate>","Tarzan and His Mate","Jack Conway (film-maker)"
"<http://dbpedia.org/resource/Let_It_Rain_%28film%29>","Let It Rain (film)","Edward F. Cline"
"<http://dbpedia.org/resource/The_Mad_Bomber_%28film%29>","The Mad Bomber (film)","Bert I. Gordon"
"<http://dbpedia.org/resource/Brown_of_Harvard_%281926_film%29>","Brown of Harvard (1926 film)","Jack Conway (film-maker)"
"<http://dbpedia.org/resource/Around_the_World_%28Aqua_video%29>","Around the World (Aqua video)","Peder Pedersen (director)"
"<http://dbpedia.org/resource/Little_Lord_Fauntleroy_%281936_film%29>","Little Lord Fauntleroy (1936 film)","John Cromwell (director)"
"<http://dbpedia.org/resource/Little_Lord_Fauntleroy_%281936_film%29>","Little Lord Fauntleroy (1936 film)","John Cromwell (director)"
"<http://dbpedia.org/resource/Sayonara_Jupiter_%28film%29>","Sayonara Jupiter (film)","Koji Hashimoto (director)"
"<http://dbpedia.org/resource/The_Magus_%28film%29>","The Magus (film)","Guy Green (filmmaker)"
"<http://dbpedia.org/resource/The_Werewolf_of_Woodstock>","The Werewolf of Woodstock","John Moffitt (director)"
"<http://dbpedia.org/resource/Phantom_Punch_%28film%29>","Phantom Punch (film)","Robert Townsend (actor)"
"<http://dbpedia.org/resource/Don%27t_Look_Down_%28film%29>","Don't Look Down (film)","Larry Shaw (director)"
"<http://dbpedia.org/resource/Doc_Savage:_The_Man_of_Bronze>","Doc Savage: The Man of Bronze","Michael Anderson (director)"
"<http://dbpedia.org/resource/Golden_Gate_%28film%29>","Golden Gate (film)","John Madden (director)"
"<http://dbpedia.org/resource/The_Lily_and_the_Rose>","The Lily and the Rose","Paul Powell (director)"
"<http://dbpedia.org/resource/A_Midsummer_Night%27s_Dream_%281909_film%29>","A Midsummer Night's Dream (1909 film)","Charles Kent (actor)"
"<http://dbpedia.org/resource/Three_the_Hard_Way_%28film%29>","Three the Hard Way (film)","Gordon Parks, Jr."
"<http://dbpedia.org/resource/Omar_the_Tentmaker_%28film%29>","Omar the Tentmaker (film)","James Young (director)"
"<http://dbpedia.org/resource/The_Trial_of_Billy_Jack>","The Trial of Billy Jack","Tom Laughlin (actor)"
"<http://dbpedia.org/resource/Attack_of_the_60_Foot_Centerfold>","Attack of the 60 Foot Centerfold","Fred Olen Ray"
"<http://dbpedia.org/resource/A_Summer_in_St._Tropez>","A Summer in St. Tropez","David Hamilton (photographer)"
"<http://dbpedia.org/resource/The_Naked_Gun_2%C2%BD:_The_Smell_of_Fear>","The Naked Gun 2?: The Smell of Fear","David Zucker (filmmaker)"
"<http://dbpedia.org/resource/The_Honeymooners_%28film%29>","The Honeymooners (film)","John Schultz (director)"
"<http://dbpedia.org/resource/Chicago_Joe_and_the_Showgirl>","Chicago Joe and the Showgirl","Bernard Rose (director)"
"<http://dbpedia.org/resource/Did_You_Hear_About_the_Morgans%3F>","Did You Hear About the Morgans?","Marc Lawrence (filmmaker)"
"<http://dbpedia.org/resource/The_Last_Man_on_Earth_%281924_film%29>","The Last Man on Earth (1924 film)","John G. Blystone"
"<http://dbpedia.org/resource/Through_the_Forests_and_Through_the_Trees>","Through the Forests and Through the Trees","Georg Wilhelm Pabst"
"<http://dbpedia.org/resource/What_Happened_on_Twenty-third_Street,_New_York_City>","What Happened on Twenty-third Street, New York City","Edwin S. Porter"
"<http://dbpedia.org/resource/Dogs_of_War_%28film%29>","Dogs of War (film)","Robert F. McGowan"
"<http://dbpedia.org/resource/Quatermass_and_the_Pit_%28film%29>","Quatermass and the Pit (film)","Roy Ward Baker"
"<http://dbpedia.org/resource/The_Bashful_Bachelor>","The Bashful Bachelor","Malcolm St. Clair (filmmaker)"
"<http://dbpedia.org/resource/The_Witches_of_Eastwick_%28film%29>","The Witches of Eastwick (film)","George Miller (producer)"
"<http://dbpedia.org/resource/Sex_and_Death_101>","Sex and Death 101","Daniel Waters (writer)"
"<http://dbpedia.org/resource/The_Wife_Takes_a_Flyer>","The Wife Takes a Flyer","Richard Wallace (director)"
"<http://dbpedia.org/resource/Dad_and_Dave_Come_to_Town>","Dad and Dave Come to Town","Ken G. Hall"
"<http://dbpedia.org/resource/The_Harem_World_Tour:_Live_from_Las_Vegas>","The Harem World Tour: Live from Las Vegas","David Mallet (director)"
"<http://dbpedia.org/resource/Guys_and_Dolls_%28film%29>","Guys and Dolls (film)","Joseph L. Mankiewicz"
"<http://dbpedia.org/resource/It%27s_in_the_Bag%21>","It's in the Bag!","Richard Wallace (director)"
"<http://dbpedia.org/resource/Talk_to_Me_%281996_film%29>","Talk to Me (1996 film)","Graeme Campbell (director)"
"<http://dbpedia.org/resource/One_Million_B.C.>","One Million B.C.","Hal Roach"
"<http://dbpedia.org/resource/No_Name_on_the_Bullet>","No Name on the Bullet","Jack Arnold (director)"
"<http://dbpedia.org/resource/Kiss_and_Tell_%281945_film%29>","Kiss and Tell (1945 film)","Richard Wallace (director)"
"<http://dbpedia.org/resource/The_Story_of_Esther_Costello>","The Story of Esther Costello","David Miller (director)"
"<http://dbpedia.org/resource/Heart_o%27_the_Hills>","Heart o' the Hills","Sidney Franklin (director)"
"<http://dbpedia.org/resource/The_Volga_Boatman_%28film%29>","The Volga Boatman (film)","Cecil B. DeMille"
"<http://dbpedia.org/resource/Love_and_Pain_and_the_Whole_Damn_Thing>","Love and Pain and the Whole Damn Thing","Alan J. Pakula"
"<http://dbpedia.org/resource/The_Secret_of_the_Black_Widow>","The Secret of the Black Widow","Franz Josef Gottlieb"
"<http://dbpedia.org/resource/The_First_Wives_Club>","The First Wives Club","Hugh Wilson (director)"
"<http://dbpedia.org/resource/Thank_Your_Lucky_Stars_%281943_film%29>","Thank Your Lucky Stars (1943 film)","David Butler (director)"
"<http://dbpedia.org/resource/King_of_the_Khyber_Rifles_%28film%29>","King of the Khyber Rifles (film)","Henry King (director)"
"<http://dbpedia.org/resource/Weird_Science_%28film%29>","Weird Science (film)","John Hughes (filmmaker)"
"<http://dbpedia.org/resource/Cloak_&_Dagger_%281984_film%29>","Cloak & Dagger (1984 film)","Richard Franklin (director)"
"<http://dbpedia.org/resource/Mr._Blandings_Builds_His_Dream_House>","Mr. Blandings Builds His Dream House","H.C. Potter"
"<http://dbpedia.org/resource/A_Night_to_Remember_%281943_film%29>","A Night to Remember (1943 film)","Richard Wallace (director)"
"<http://dbpedia.org/resource/Gang_Busters_%28serial%29>","Gang Busters (serial)","Jacques Jaccard"
"<http://dbpedia.org/resource/Billy_Jack_Goes_to_Washington>","Billy Jack Goes to Washington","Tom Laughlin (actor)"
"<http://dbpedia.org/resource/I%27ll_Get_By_%28film%29>","I'll Get By (film)","Richard Sale (director)"
"<http://dbpedia.org/resource/Black_Eye_%28film%29>","Black Eye (film)","Jack Arnold (director)"
"<http://dbpedia.org/resource/Watership_Down_%28film%29>","Watership Down (film)","Martin Rosen (director)"
"<http://dbpedia.org/resource/Sarah_Brightman:_In_Concert>","Sarah Brightman: In Concert","David Mallet (director)"
"<http://dbpedia.org/resource/%22Weird_Al%22_Yankovic:_The_Videos>","Weird Al Yankovic: The Videos","Mark Osborne (filmmaker)"
"<http://dbpedia.org/resource/The_Last_Horror_Movie>","The Last Horror Movie","Julian Richards (director)"
"<http://dbpedia.org/resource/Prisoners_of_the_Sun_%28film%29>","Prisoners of the Sun (film)","Roger Christian (filmmaker)"
"<http://dbpedia.org/resource/Song_of_Norway_%28film%29>","Song of Norway (film)","Andrew L. Stone"
"<http://dbpedia.org/resource/Lady_Snowblood_%28film%29>","Lady Snowblood (film)","Toshiya Fujita (director)"
"<http://dbpedia.org/resource/Lady_Snowblood_%28film%29>","Lady Snowblood (film)","Toshiya Fujita (director)"
"<http://dbpedia.org/resource/Adventures_of_the_Flying_Cadets>","Adventures of the Flying Cadets","Ray Taylor (director)"
"<http://dbpedia.org/resource/Five_on_the_Black_Hand_Side>","Five on the Black Hand Side","Oscar Williams (filmmaker)"
"<http://dbpedia.org/resource/A_String_of_Pearls_%28film%29>","A String of Pearls (film)","D. W. Griffith"
"<http://dbpedia.org/resource/All_the_Fine_Young_Cannibals>","All the Fine Young Cannibals","Michael Anderson (director)"
"<http://dbpedia.org/resource/The_Story_of_Seabiscuit>","The Story of Seabiscuit","David Butler (director)"
"<http://dbpedia.org/resource/In_Search_of_the_Second_Amendment>","In Search of the Second Amendment","David T. Hardy"
"<http://dbpedia.org/resource/O._Henry%27s_Full_House>","O. Henry's Full House","Howard Hawks"
"<http://dbpedia.org/resource/K-9:_P.I.>","K-9: P.I.","Richard J. Lewis"
"<http://dbpedia.org/resource/Up_the_Academy>","Up the Academy","Robert Downey Sr."
"<http://dbpedia.org/resource/The_Wendell_Baker_Story>","The Wendell Baker Story","Luke Wilson"
"<http://dbpedia.org/resource/The_Pelican_Brief_%28film%29>","The Pelican Brief (film)","Alan J. Pakula"
"<http://dbpedia.org/resource/Clancy_of_the_Mounted>","Clancy of the Mounted","Ray Taylor (director)"
"<http://dbpedia.org/resource/Toys_in_the_Attic_%28film%29>","Toys in the Attic (film)","George Roy Hill"
"<http://dbpedia.org/resource/Lost_City_of_the_Jungle>","Lost City of the Jungle","Ray Taylor (director)"
"<http://dbpedia.org/resource/Harry_Potter_and_the_Chamber_of_Secrets_%28film%29>","Harry Potter and the Chamber of Secrets (film)","Chris Columbus (filmmaker)"
"<http://dbpedia.org/resource/The_Naked_Gun:_From_the_Files_of_Police_Squad%21>","The Naked Gun: From the Files of Police Squad!","David Zucker (filmmaker)"
"<http://dbpedia.org/resource/The_Misadventures_of_Merlin_Jones>","The Misadventures of Merlin Jones","Robert Stevenson (director)"
"<http://dbpedia.org/resource/The_Other_End_of_the_Line>","The Other End of the Line","James Dodson (producer)"
"<http://dbpedia.org/resource/The_Mouse_That_Roared>","The Mouse That Roared","Jack Arnold (director)"
"<http://dbpedia.org/resource/A_Bell_for_Adano>","A Bell for Adano","Henry King (director)"
"<http://dbpedia.org/resource/Up_the_Creek_%281984_film%29>","Up the Creek (1984 film)","Robert Butler (director)"
"<http://dbpedia.org/resource/Dr._Jekyll_and_Mr._Hyde_%281920_film%29>","Dr. Jekyll and Mr. Hyde (1920 film)","John S. Robertson"
"<http://dbpedia.org/resource/Lady_Snowblood_2:_Love_Song_of_Vengeance>","Lady Snowblood 2: Love Song of Vengeance","Toshiya Fujita (director)"
"<http://dbpedia.org/resource/The_Ipcress_File_%28film%29>","The Ipcress File (film)","Sidney J. Furie"
"<http://dbpedia.org/resource/The_Man_with_Bogart%27s_Face>","The Man with Bogart's Face","Robert Day (director)"
"<http://dbpedia.org/resource/One_Does_Not_Play_with_Love>","One Does Not Play with Love","Georg Wilhelm Pabst"
"<http://dbpedia.org/resource/Man_in_the_Shadow>","Man in the Shadow","Jack Arnold (director)"
"<http://dbpedia.org/resource/Ro.Go.Pa.G.>","Ro.Go.Pa.G.","Roberto Rossellini"
"<http://dbpedia.org/resource/Bang_the_Drum_Slowly_%28film%29>","Bang the Drum Slowly (film)","John D. Hancock"
"<http://dbpedia.org/resource/The_Satanic_Rites_of_Dracula>","The Satanic Rites of Dracula","Alan Gibson (director)"
"<http://dbpedia.org/resource/Dick_Tracy_Meets_Gruesome>","Dick Tracy Meets Gruesome","John Rawlins (director)"
"<http://dbpedia.org/resource/Southern_Comfort_%28film%29>","Southern Comfort (film)","Walter Hill (filmmaker)"
"<http://dbpedia.org/resource/Alarm_%28film%29>","Alarm (film)","Alice O'Fredericks"
"<http://dbpedia.org/resource/Year_of_the_Dog_%28film%29>","Year of the Dog (film)","Mike White (scriptwriter)"
"<http://dbpedia.org/resource/Periwinkle_%28film%29>","Periwinkle (film)","James Kirkwood, Sr."
"<http://dbpedia.org/resource/Viva_Villa%21>","Viva Villa!","Howard Hawks"
"<http://dbpedia.org/resource/The_Vigilantes_Are_Coming>","The Vigilantes Are Coming","Ray Taylor (director)"
"<http://dbpedia.org/resource/The_Black_Book_%28serial%29>","The Black Book (serial)","Spencer Gordon Bennet"
"<http://dbpedia.org/resource/Lucille_Love,_Girl_of_Mystery>","Lucille Love, Girl of Mystery","Francis Ford (actor)"
"<http://dbpedia.org/resource/The_Secret_Code_%28serial%29>","The Secret Code (serial)","Spencer Gordon Bennet"
